1	16898575	1481	28	25143	0	58498
2	32764415	3493	28	24015	0	62209
3	16213711	1492	28	26551	5	55634
4	32507735	3392	28	31391	0	67669
5	15314119	1406	28	25143	0	86925
6	32447223	3373	28	47503	0	55585
7	12183655	1096	28	25143	5	77012
8	36464823	3779	28	25423	0	57337
9	16427783	1537	28	26551	0	57693
10	31064367	3222	28	35999	1	52344
11	14490839	1273	27	25143	5	87249
12	27096511	2886	27	42663	0	60141
13	13986199	1204	27	42943	0	85266
14	30876311	3278	27	13051183	0	86674
15	14175679	1120	28	23531319	5	84210
16	37739911	4091	28	36175623	100	86343
17	15286967	1373	28	26340359	0	50851
18	32354695	3397	28	48172775	100	53696
19	15028791	1373	28	19612767	5	68271
20	27998007	2929	28	49259951	0	89676
21	12459759	1115	28	28673975	0	85476
22	28792375	2998	28	74978063	100	86268
23	15675295	1238	28	77024671	97	74679
24	38326975	4169	28	57788111	100	58539
25	11906543	896	28	26372463	0	58067
26	42416247	4555	28	50468271	100	61427
27	16554079	1492	28	25879191	5	85877
28	34526687	3622	28	70208415	100	53988
29	16356255	1474	28	59014103	100	85783
30	34186271	3578	28	13500135	0	85530
31	15760135	1362	28	52604879	5	87040
32	34158967	3637	28	51991655	100	42009
33	17191471	1505	28	25957511	0	52405
34	34805767	3703	28	46815503	0	76941
35	14361151	1252	28	17892599	5	74747
36	36438495	3835	28	37201007	100	72898
37	13643663	1196	28	24538727	0	86058
38	33741327	3556	28	36687927	100	75659
39	9751615	856	27	14106007	5	73531
40	39691511	4105	28	33525055	0	63726
41	12939783	1122	28	25970791	0	38035
42	36248535	3813	28	41036871	73	68963
43	12117111	903	28	15522751	5	72863
44	37489447	4078	28	52284711	60	50842
45	12657871	1013	28	60521479	100	58557
46	37441095	4013	28	23340583	0	41455
47	11346367	770	28	36235111	97	77712
48	38366791	4223	28	19069903	0	58543
49	13535695	1243	28	37568967	100	55968
50	33260927	3445	28	19775535	0	61519
51	14794799	1388	28	34110199	97	84682
52	32625599	3349	27	15772407	0	70019
53	12838295	1087	28	61421583	100	67847
54	35635287	3777	28	50397247	100	89005
55	13004239	1106	28	16638519	5	53017
56	36991031	3908	28	51290863	0	81172
57	11535071	958	28	64623735	100	75927
58	36394799	3851	27	26811343	0	55986
59	12156143	916	28	66467991	97	49729
60	34052903	3723	28	55855143	100	60555
61	12579607	1156	28	25837791	0	86903
62	30146903	3116	28	45275607	100	67595
63	15153247	1385	28	26944231	5	85577
64	33216183	3465	28	47934231	100	58578
65	14723399	1333	28	24033479	0	59657
66	32014391	3341	28	41082911	100	84625
67	13175703	1090	28	23261207	5	61960
68	33552007	3588	28	37266783	100	35978
69	14009799	1245	28	24918111	0	51205
70	29709471	3130	28	58368447	100	65206
71	11832431	1080	28	61276615	97	80167
72	31601455	3266	28	13411919	0	66910
73	12809207	1029	28	29939103	0	58254
74	35021871	3761	28	27769663	1	75569
75	12325639	1099	28	47893079	97	60385
76	29080679	3037	28	27677999	0	85956
77	11462727	970	28	67485399	100	67859
