1	1635663	133	17	11127	0	8283
2	24446791	2488	24	13991	0	19540
3	1908807	161	20	12583	0	28891
4	23802047	2422	24	12215	5	26297
5	1686279	168	23	13463	0	24960
6	21481759	2157	23	12703	0	2077
7	21156327	2125	23	12479	5	28314
8	2289999	191	23	13135	0	32510
9	27009895	2752	24	12719	0	19765
10	2117639	155	24	12479	0	5568
11	29990191	3072	23	15015	5	23771
12	1980799	152	24	12479	0	3743
13	26013895	2660	23	12479	0	27254
14	806311	67	24	12719	0	10373
15	17538623	1772	24	13383	5	26387
16	1447439	144	23	13887	0	22261
17	24920495	2504	24	12583	0	36215
18	1906463	181	23	12583	0	27888
19	27806815	2804	24	13951	5	30275
20	887063	81	24	12583	0	32934
21	20286527	2043	24	13991	0	20363
22	604847	19	23	12583	1	31980
23	28582247	2915	21	13815	5	28533
24	445487	43	24	12927	0	27921
25	2024183	202	22	9703	0	16031
26	2534671	137	24	12687	0	32565
27	21925103	2315	22	15223	5	29664
28	379111	36	23	12423	0	32777
29	2049983	200	23	12423	0	20948
30	260039	8	23	13671	0	20999
31	25228663	2553	24	12439	5	19001
32	3677815	193	23	13623	0	20993
33	31768191	3358	23	12215	0	17098
34	1287367	127	24	13815	0	18326
35	25311183	2543	22	12687	5	20403
36	1274863	118	22	12687	0	17848
37	19679655	1985	22	14455	0	16104
38	1843015	138	24	13711	0	17169
39	27421999	2802	23	12583	5	19744
40	1586879	158	24	12687	0	19390
41	20202671	2030	23	12687	0	14572
42	1430431	119	24	15583	0	15556
43	22988471	2334	23	12215	5	20856
44	1187807	118	23	12215	0	19296
45	19065407	1916	24	13343	0	20321
46	1071431	97	24	12215	0	20396
47	17805175	1798	23	13623	5	17733
48	2239319	47	24	12335	0	17998
49	21487127	2334	23	13239	0	18997
50	1008007	96	24	9127	0	18082
51	15939823	1604	23	12111	5	19378
52	2200151	12	22	13519	0	15870
53	22623783	2482	24	13239	0	20061
54	20141959	2025	24	7260439	5	20940
55	1045007	14	24	10424511	8	19125
56	20211919	2120	23	23288423	100	18850
57	1257623	118	22	10847591	8	20747
58	16253263	1636	23	14220943	5	12808
59	1216583	64	22	11979807	8	13162
60	21749687	2244	23	34208463	99	13213
61	1913319	179	24	12186367	8	12710
62	18628439	1883	23	33553663	98	7720
63	1382927	16	23	12035767	8	14313
64	22575807	2392	23	31221783	8	13200
65	1060031	105	24	10398383	0	14219
66	16940335	1701	23	30931951	5	14813
67	1839567	165	23	12640263	0	13143
68	17944679	1823	23	36793255	100	13508
69	1658807	47	23	12399759	8	15965
70	21810439	2307	23	39740887	98	16356
71	2104391	107	23	12277439	8	15816
72	17561687	1862	23	35788207	100	15972
73	3002759	34	23	11107063	8	13501
74	21396439	2412	23	27310599	100	15087
75	2261727	158	24	11745815	8	16889
76	20811047	2154	21	34632279	10	13901
77	845807	83	23	12234759	8	14353
78	15619767	1568	24	37528911	98	16361
79	2031399	104	24	11229287	8	17063
80	21291055	2238	24	29976095	99	16082
81	949007	94	23	10905207	8	17808
82	17200615	1728	24	38323687	100	19387
83	1213727	52	23	10742743	8	17797
84	20057687	2086	24	12157151	9	20507
85	2213215	11	25	12828807	9	20466
86	20588119	2276	23	31571807	98	18468
87	1970647	46	23	10724631	8	17820
88	20991751	2262	25	12123855	8	12076
89	364671	35	23	10640375	0	15487
90	5381303	535	22	34912047	97	12816
91	1129903	92	22	13949519	8	15634
92	16631855	1686	23	41317095	100	15127
93	2445263	54	23	11596231	8	12946
94	21248231	2324	23	35045703	45	13404
95	1042279	88	23	11583975	8	14507
96	17930127	1817	23	29435487	100	13845
97	1731735	19	22	12127311	8	14361
98	21007231	2261	23	37118551	100	17505
99	1828615	171	23	11942911	8	7016
100	14534295	1463	22	29961079	8	16568
101	1032967	103	23	11803327	8	18230
102	15585935	1564	23	32733831	98	20449
103	1874087	118	24	11517127	8	19365
104	21021807	2174	23	28829895	8	15853
105	1580607	135	21	12070255	8	16861
106	19877303	2019	22	27768511	100	16801
107	1185463	103	23	25571175	8	18278
108	18234647	1846	24	73061783	100	18978
109	1460687	47	22	99251719	100	13815
110	20445487	2154	24	72246511	99	12674
111	2066631	69	24	100158759	100	12717
112	20189983	2168	23	73306231	100	11902
113	1996399	35	23	101407855	64	12441
114	20550159	2230	25	70651431	97	10485
115	1051303	104	23	100854527	100	13294
116	19097455	1919	23	72657407	100	13748
117	1166663	57	23	100755287	97	14614
118	19833751	2053	23	73511647	99	11863
119	1433127	47	23	101575303	100	20490
120	19635847	2070	24	73211367	98	24978
121	901831	83	24	100150855	100	23596
122	9620759	966	24	73549591	97	22934
123	1455599	63	24	102054559	100	23180
124	20555615	2149	22	72697983	100	28024
125	1129287	85	24	100105679	100	28773
126	17074559	1742	23	73613199	99	3737
127	1253927	122	23	99141407	100	28559
128	20372191	2050	24	73798311	99	14357
129	2144767	207	24	99510215	100	26436
130	18200215	1836	23	70781415	97	1449
131	1215703	25	24	94908951	72	28713
132	21419567	2249	25	73914103	100	26467
133	21090983	2335	24	72426343	97	30705
134	33839	3	23	95145663	64	22172
135	872143	88	23	73330087	100	29097
136	2115455	45	24	101051999	100	3401
137	18769879	2054	24	73050119	97	31983
138	2162375	62	23	101694487	100	19153
139	20470967	2206	23	73001551	100	26095
140	1929167	44	23	101568767	100	26001
141	20607871	2219	23	76083271	97	18338
142	1327463	4	22	101711071	100	24260
143	15782999	1712	23	65489767	99	25710
144	1021159	24	21	97366687	100	19122
145	19346671	2014	22	69862679	97	29438
146	842471	83	22	99027591	64	28207
147	16978503	1707	21	71461671	100	22845
148	1741415	149	24	81503087	65	20826
149	17921887	1824	22	85255999	97	20900
150	978551	68	24	95769519	56	21024
151	19421839	1981	23	63906927	99	18448
152	1897191	38	24	95875343	100	19335
153	19621663	2125	24	73296135	97	19118
154	1385775	38	24	94319879	88	20241
155	19540447	2064	23	66811855	100	21170
156	1180071	117	23	95236119	64	20923
157	15345095	1539	23	71143807	97	20057
158	1760655	44	24	91950951	88	18511
159	19826023	2119	24	71635447	100	20121
160	1827647	55	23	93412567	72	18956
161	16631543	1793	23	68418735	97	19690
162	1674295	53	24	93918839	72	18559
163	14259111	1541	23	74976719	100	20676
164	819335	80	22	90763879	72	21516
165	6318431	618	23	71840359	98	21147
166	2681791	111	24	82002615	64	17060
167	17638871	1930	25	67329415	98	18166
168	830399	82	23	67631495	48	15640
169	14206567	1426	23	68965551	97	17243
170	2655503	101	24	68240223	48	18673
171	21586407	2328	23	68117663	99	14876
172	3362399	185	23	66303351	48	16302
173	24367303	2595	24	70829263	97	17150
174	2996671	134	24	66765543	48	14802
175	24628695	2634	23	68384847	98	16994
176	2647871	159	25	67437927	48	16117
177	23486223	2458	22	68273623	97	13832
178	2225607	97	25	66726335	48	13147
179	22406383	2367	24	68950663	98	12711
180	2844119	158	25	60820239	49	13193
181	23473063	2474	23	66699823	96	10820
182	2349695	122	23	67472439	48	13242
183	21061047	2222	24	69462655	99	10846
184	606727	59	23	65082087	48	12155
185	10188183	1008	25	68266175	95	11289
186	2385367	117	24	67640215	0	11429
187	19962463	2119	22	68846831	100	13859
188	2577807	143	24	65077375	48	11695
189	22989823	2415	22	70124535	97	12905
190	1835031	87	23	67294503	48	13463
191	22882943	2387	24	70092319	100	16722
192	3551783	122	24	69215663	0	14321
193	22583519	2496	24	68660455	100	17427
194	1672735	116	24	59850679	36	17764
195	20782711	2139	23	60324895	64	22084
196	1709175	96	24	69817207	48	15128
197	20796879	2165	23	65586647	97	14404
198	413535	40	22	66996655	48	14782
199	4727871	470	21	70464663	100	11757
200	2133647	136	24	66354135	48	15781
