1	84242159	8720	28	66341495	41	50086
2	68487047	6615	28	52772391	100	55666
3	86138503	8757	28	24125887	0	48854
4	59596007	6124	28	34893127	0	59390
5	19961711	1988	28	23647263	5	58824
6	63003639	5998	28	36185263	100	49237
7	86583159	8787	28	27012351	0	45011
8	79060519	7922	28	72770135	100	38982
9	58204359	6003	28	54082159	97	43666
10	26605583	2651	28	17335767	0	44262
11	71772671	7006	28	35150623	0	47647
12	78795927	7869	28	25883527	0	44427
13	59152183	6104	28	41243367	97	45071
14	26503655	2570	28	19540239	0	44575
15	47130423	4766	28	69147495	28	50210
16	25630367	2532	28	49624495	100	47309
17	59526895	5734	28	26288263	5	48798
18	73092303	7355	28	45697335	100	39328
19	77197479	7747	28	14177183	0	46979
20	87017007	8791	28	28986111	100	36322
21	83141903	8249	28	27519231	5	31139
22	71975903	7276	28	51054215	100	45339
23	64603007	6676	28	30214319	0	49228
24	26697775	2637	28	71967783	100	50742
25	49027791	4915	28	53335103	97	49052
26	26887167	2623	28	26283031	0	50530
27	65140511	6295	28	38579943	100	54096
28	80673207	7956	28	23107087	0	53386
29	84581783	8715	28	35325111	97	42824
30	76576815	7583	28	28512911	0	52903
31	81541415	8237	28	48543575	100	43023
32	66154303	6894	28	23543839	1	46505
33	27110335	2699	28	36420903	97	52513
34	70208055	6786	28	28952943	0	39947
35	85779071	8748	28	48603751	100	40342
36	64722759	6411	28	22954487	0	41000
37	87854527	8879	28	43346095	97	44965
38	57162703	5813	28	13467415	0	53124
39	25906039	2454	28	27600255	36	41252
40	69479591	6907	28	16171423	0	48734
41	75749023	7496	28	33383503	41	40952
42	82539135	8376	28	14207215	0	42999
43	78902855	7888	28	68185095	100	41964
44	65012527	6745	28	78803263	100	42154
45	26809863	2645	28	59010415	97	43006
46	42837399	4298	28	26281103	0	42533
47	20371095	2028	28	39016679	100	36040
48	68888831	6731	28	26690671	0	49403
49	62556039	6424	28	71367431	97	50518
50	26638087	2590	28	53744591	100	43907
51	59847023	5749	28	27916879	0	43640
52	82930351	8577	28	43740327	100	38324
53	73398463	7274	28	27859055	5	60630
54	76275287	7478	27	45369983	72	38306
55	77694727	7780	28	24769919	2	35125
56	78252559	7840	28	64655167	100	34250
57	83910407	8666	28	54939055	97	35175
58	80076207	7949	28	26343735	4	38694
59	73878447	7511	28	45810759	100	40364
60	69100231	6665	28	26707671	0	39115
61	89671543	9181	28	76705015	97	36159
62	54009495	5470	28	53770199	100	40275
63	16157679	1593	28	28176439	0	42875
64	34951639	3441	28	45836335	97	45455
65	26260743	2597	28	19688015	5	47405
66	67858263	6803	28	69840103	28	42351
67	68681159	6744	28	55154383	100	65663
68	73242215	7196	28	21029663	0	45511
69	82971215	8348	28	45260991	97	69421
70	66174231	6893	28	20967671	0	70708
71	16180311	1601	28	46137543	0	78922
72	60075911	5922	28	24226111	0	53587
73	73226095	7363	28	37285463	97	62332
74	79514511	7885	28	27314927	0	58569
75	58795911	5981	28	42227863	100	57900
76	18999263	1889	28	26912943	0	59911
77	58938087	5612	28	41180079	97	42951
78	83179199	8605	28	23764215	0	57826
79	80001159	7846	28	39700527	100	63474
80	76961111	7880	28	26439487	0	68015
81	71045423	6843	28	45450103	97	65998
82	64820775	6771	28	27282711	0	66215
83	26485591	2600	28	48696639	100	52368
84	62888991	6027	28	24515519	0	46361
85	79984959	8048	28	35843551	97	54486
86	79844647	8166	28	22151623	0	57583
87	77015599	7562	28	36244463	100	67824
88	82266039	8247	28	20389095	0	62863
89	75525271	7623	28	42917519	5	56986
90	88627511	8967	28	27136759	0	41575
91	80061767	8098	28	45599279	100	78219
92	78311055	7895	28	21682735	0	54476
93	75464775	7526	28	46179599	97	67358
94	57048431	5745	28	13801071	0	81489
95	27165655	2657	28	25759567	0	77723
96	69398495	6942	28	18950231	1	80188
97	74176167	7387	28	66462095	97	48550
98	62348951	6353	28	82396967	100	65024
99	20059143	1995	28	50879223	100	49183
100	59357495	5628	28	28350623	0	58162
101	65813311	6893	28	65738895	97	51349
102	19704135	1951	28	55047711	100	55647
103	62713791	6250	28	12923639	0	56168
